Feature,DefaultUnits,Category,CAS,HGC,MicrobialParameters,IUPAC,Alias_English,Alias_Dutch,SIKBcode,SIKBomschrijving
"1,1-dibromoethane",μg/l,,557-91-5,,,"1,1-dibromoethane",,,11DBrC2a,"1,1-dibroomethaan"
4-tert-butyl-2-methoxyphenol,μg/l,,53894-31-8,,,4-tert-butyl-2-methoxyphenol,,,11DC1yC2y2C1,"1,1-dimethylethyl-2-methoxyfenol"
"1,1-dimethylhydrazine",μg/l,,57-14-7,,,"1,1-dimethylhydrazine",,,11DC1yhdzne,"1,1-dimethylhydrazine"
"1,1-dichloroethane",μg/l,,75-34-3,,,"1,1-dichloroethane",,,11DClC2a,"1,1-dichloorethaan"
"1,1-dichloroethene",μg/l,,75-35-4,,,"1,1-dichloroethene",,,11DClC2e,"1,1-dichlooretheen"
"1,1-dichloropropane",μg/l,,78-99-9,,,"1,1-dichloropropane",,,11DClC3a,"1,1-dichloorpropaan"
"1,1-dichloroprop-1-ene",μg/l,,563-58-6,,,"1,1-dichloroprop-1-ene",,,11DClC3e,"1,1-dichloorpropeen"
"(6aR,10aR)-1-hydroxy-6,6-dimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromene-9-carboxylic acid",μg/l,,56354-06-4,,,"(6aR,10aR)-1-hydroxy-6,6-dimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromene-9-carboxylic acid",,,11n9cbxd9THC,11-nor-9-carboxy-delta-9-tetrahydrocannabinol
"1,2,2-trichloropropane",μg/l,,3175-23-3,,,"1,2,2-trichloropropane",,,122TClC3a,"1,2,2-trichloorpropaan"
hexathiepane,μg/l,,17233-71-5,,,hexathiepane,,,123456Hxtpne,"1,2,3,4,5,6-hexathiepane"
"1,2,3,4,5,7,7-heptachlorobicyclo[2.2.1]hept-2-ene",μg/l,,2440-02-0,,,"1,2,3,4,5,7,7-heptachlorobicyclo[2.2.1]hept-2-ene",,,1234577HpClb,"1,2,3,4,5,7,7-heptachloor-bicyclo(2.2.1)-2-hepteen"
"1,2,3,4-tetramethylbenzene",μg/l,,488-23-3,,,"1,2,3,4-tetramethylbenzene",,,1234T4C1yBen,"1,2,3,4-tetramethylbenzeen"
"1,2,3,4-tetrachlorobenzene",μg/l,,634-66-2,,,"1,2,3,4-tetrachlorobenzene",,,1234T4ClBen,"1,2,3,4-tetrachloorbenzeen"
"1,2,3,4-tetrahydronaphthalene",μg/l,,119-64-2,,,"1,2,3,4-tetrahydronaphthalene",,,1234T4HNaf,"1,2,3,4-tetrahydronaftaleen"
"1,2,3,5-tetramethylbenzene",μg/l,,527-53-7,,,"1,2,3,5-tetramethylbenzene",,,1235T4C1yBen,"1,2,3,5-tetramethylbenzeen"
"1,2,3,5-tetrachloro-4,6-dimethylbenzene",μg/l,,877-09-8,,,"1,2,3,5-tetrachloro-4,6-dimethylbenzene",,,1235T4Cl46DC,"1,2,3,5-tetrachloor-4,6-dimethylbenzeen"
"1,2,3,5-tetrachlorobenzene",μg/l,,634-90-2,,,"1,2,3,5-tetrachlorobenzene",,,1235T4ClBen,"1,2,3,5-tetrachloorbenzeen"
"1,2,3-trimethylbenzene",μg/l,,526-73-8,,,"1,2,3-trimethylbenzene",,,123TC1yBen,"1,2,3-trimethylbenzeen"
"1,2,3-trichlorobenzene",μg/l,,87-61-6,,,"1,2,3-trichlorobenzene",,,123TClBen,"1,2,3-trichloorbenzeen"
"1,2,3-trichloropropane",μg/l,,96-18-4,,,"1,2,3-trichloropropane",,,123TClC3a,"1,2,3-trichloorpropaan"
"(Z)-1,2,3-trichloroprop-1-ene",μg/l,,96-19-5,,,"(Z)-1,2,3-trichloroprop-1-ene",,,123TClC3e,"1,2,3-trichloorpropeen"
2H-benzotriazole,μg/l,,95-14-7,,,2H-benzotriazole,,,123benztazl,"1,2,3-benzotriazool"
"1,2,4,5-tetramethylbenzene",μg/l,,95-93-2,,,"1,2,4,5-tetramethylbenzene",,,1245T4C1yBen,"1,2,4,5-tetramethylbenzeen"
"1,2,4,5-tetrachlorobenzene",μg/l,,95-94-3,,,"1,2,4,5-tetrachlorobenzene",,,1245T4ClBen,"1,2,4,5-tetrachloorbenzeen"
"1,2,4-trimethylbenzene",μg/l,,95-63-6,,,"1,2,4-trimethylbenzene",,,124TC1yBen,"1,2,4-trimethylbenzeen"
"1,2,4-trichlorobenzene",μg/l,,120-82-1,,,"1,2,4-trichlorobenzene",,,124TClBen,"1,2,4-trichloorbenzeen"
"benzene-1,2-diamine;dihydrochloride",μg/l,,615-28-1,,,"benzene-1,2-diamine;dihydrochloride",,,12BenDAeDHCl,"1,2-benzeendiamine dihydrochloride"
"propane-1,2-diol",μg/l,,57-55-6,,,"propane-1,2-diol",,,12C3yegcl,"1,2-propyleenglycol"
1-(2-butoxyethoxy)ethanol,μg/l,,54446-78-5,,,1-(2-butoxyethoxy)ethanol,,,12C4oxC2oxC2,1-(2-butoxyethoxy)-ethanol
2-ethyloxirane,μg/l,,106-88-7,,,2-ethyloxirane,,,12C4yeO,"1,2-butyleenoxide"
"benzene-1,2-diamine",μg/l,,95-54-5,,,"benzene-1,2-diamine",,,12DAoBen,"1,2-diaminobenzeen"
2-bromo-2-(bromomethyl)pentanedinitrile,μg/l,,35691-65-7,,,2-bromo-2-(bromomethyl)pentanedinitrile,,,12DBr24DCNC4,"1,2-dibroom-2,4-dicyanobutaan"
"1,2-dibromo-3-chloropropane",μg/l,,96-12-8,,,"1,2-dibromo-3-chloropropane",,,12DBr3ClC3a,"1,2-dibroom-3-chloorpropaan"
"1,2-dibromoethane",μg/l,,106-93-4,,,"1,2-dibromoethane",,,12DBrC2a,"1,2-dibroomethaan"
"4-ethyl-1,2-dimethylbenzene",μg/l,,934-80-5,,,"4-ethyl-1,2-dimethylbenzene",,,12DC1y4C2yBe,"1,2-dimethyl-4-ethylbenzeen"
"1,2-diethoxyethane",μg/l,,629-14-1,,,"1,2-diethoxyethane",,,12DC2oxC2a,"1,2-diethoxyethaan (diethylglycol)"
"1,2-diethylbenzene",μg/l,,135-01-3,,,"1,2-diethylbenzene",,,12DC2yBen,"1,2-diethylbenzeen"
"1,2-dichlorobenzene",μg/l,,95-50-1,,,"1,2-dichlorobenzene",,,12DClBen,"1,2-dichloorbenzeen"
"1,2-dichloroethane",μg/l,,107-06-2,,,"1,2-dichloroethane",,,12DClC2a,"1,2-dichloorethaan"
"1,2-dichloroethene",μg/l,,540-59-0,,,"1,2-dichloroethene",,,12DClC2e,"1,2-dichlooretheen"
"1,2-dichloropropane",μg/l,,78-87-5,,,"1,2-dichloropropane",,,12DClC3a,"1,2-dichloorpropaan"
"1,2-dichloroprop-1-ene",μg/l,,563-54-2,,,"1,2-dichloroprop-1-ene",,,12DClC3e,"1,2-dichloorpropeen"
"1,2-diphenylhydrazine",μg/l,,122-66-7,,,"1,2-diphenylhydrazine",,,12DFyhdzne,"1,2-difenylhydrazine"
"benzene-1,2-diol",μg/l,,120-80-9,,,"benzene-1,2-diol",,,12DHOxBen,"1,2-dihydroxybenzeen"
"1,2-dinitrobenzene",μg/l,,528-29-0,,,"1,2-dinitrobenzene",,,12DNO2Ben,"1,2-dinitrobenzeen"
2-phenyloxirane,μg/l,,96-09-3,,,2-phenyloxirane,,,12epOxC2yBen,"1,2-epoxyethylbenzeen"
"1,2-xylene",μg/l,,95-47-6,,,"1,2-xylene",,,12xyln,"1,2-xyleen"
"1,3,3-trimethylindol-2-one",μg/l,,20200-86-6,,,"1,3,3-trimethylindol-2-one",,,133TC1yoidl,"1,3,3-trimethyloxindol"
"1-(3,4-dichlorophenyl)-3-methylurea",μg/l,,3567-62-2,,,"1-(3,4-dichlorophenyl)-3-methylurea",,,134DClFy3C1y,"1-(3,4-dichloorfenyl)-3-methylureum"
"(3,4-dichlorophenyl)urea",μg/l,,2327-02-8,,,"(3,4-dichlorophenyl)urea",,,134DClFyurum,"1-(3,4-dichloorfenyl)ureum"
"1,3,5-tribromo-2-(2,3-dibromo-2-methylpropoxy)benzene",μg/l,,36065-30-2,,,"1,3,5-tribromo-2-(2,3-dibromo-2-methylpropoxy)benzene",,,135TBr223DBr,"1,3,5-tribroom-2-(2,3-dibroom-2-methylpropoxy)benzeen"
"1,3,5-trimethylbenzene",μg/l,,108-67-8,,,"1,3,5-trimethylbenzene",,,135TC1yBen,"1,3,5-trimethylbenzeen"
"1,3,5-trichloro-2,4,6-trimethylbenzene",μg/l,,5324-68-5,,,"1,3,5-trichloro-2,4,6-trimethylbenzene",,,135TCl246TC1,"1,3,5-trichloor-2,4,6-trimethylbenzeen"
"1,3,5-trichlorobenzene",μg/l,,108-70-3,,,"1,3,5-trichlorobenzene",,,135TClBen,"1,3,5-trichloorbenzeen"
"1,3,5-trinitrobenzene",μg/l,,99-35-4,,,"1,3,5-trinitrobenzene",,,135TNO2Ben,"1,3,5-trinitrobenzeen"
"1,3,5-tris(prop-2-enyl)-1,3,5-triazinane-2,4,6-trione",μg/l,,1025-15-6,,,"1,3,5-tris(prop-2-enyl)-1,3,5-triazinane-2,4,6-trione",,,135Talicaurt,"1,3,5-triallylisocyanuraat"
"1,3,5-triazine-2,4,6-triamine",μg/l,,108-78-1,,,"1,3,5-triazine-2,4,6-triamine",,,135Tazn246TA,"1,3,5-Triazine-2,4,6-triamine (Melamine)"
2-[3-[bis(carboxymethyl)amino]propyl-(carboxymethyl)amino]acetic acid,μg/l,,1939-36-2,,,2-[3-[bis(carboxymethyl)amino]propyl-(carboxymethyl)amino]acetic acid,,,13C3yeDAeT4H,"1,3-propyleendiaminetatraazijnzuur"
"1-[(E)-3-chloroprop-2-enyl]-3,5,7-triaza-1-azoniatricyclo[3.3.1.13,7]decane;chloride",μg/l,,4080-31-3,,,"1-[(E)-3-chloroprop-2-enyl]-3,5,7-triaza-1-azoniatricyclo[3.3.1.13,7]decane;chloride",,,13Clal357Taz,"1-(3-chloorallyl)-3,5,7-triaza-1-azoniaadamantaanchloride"
"benzene-1,3-diamine",μg/l,,108-45-2,,,"benzene-1,3-diamine",,,13DAoBen,"1,3-diaminobenzeen"
"1,3-diethylbenzene",μg/l,,141-93-5,,,"1,3-diethylbenzene",,,13DC2yBen,"1,3-diethylbenzeen"
"1,3-dichloropropan-2-ol",μg/l,,96-23-1,,,"1,3-dichloropropan-2-ol",,,13DCl2C3ol,"1,3-dichloor-2-propanol"
"1,3-dichloro-5-nitrobenzene",μg/l,,618-62-2,,,"1,3-dichloro-5-nitrobenzene",,,13DCl5NO2Ben,"1,3-dichloor-5-nitrobenzeen"
"1,3-dichlorobenzene",μg/l,,541-73-1,,,"1,3-dichlorobenzene",,,13DClBen,"1,3-dichloorbenzeen"
"1,3-dichloropropane",μg/l,,142-28-9,,,"1,3-dichloropropane",,,13DClC3a,"1,3-dichloorpropaan"
"(E)-1,3-dichloroprop-1-ene",μg/l,,542-75-6,,,"(E)-1,3-dichloroprop-1-ene",,,13DClC3e,"1,3-dichloorpropeen"
"1,2-diphenylguanidine",μg/l,,102-06-7,,,"1,2-diphenylguanidine",,,13DFygandne,"1,3-difenylguanidine"
"benzene-1,3-diol",μg/l,,108-46-3,,,"benzene-1,3-diol",,,13DHOxBen,"1,3-dihydroxybenzeen"
"1,3-dinitrobenzene",μg/l,,99-65-0,,,"1,3-dinitrobenzene",,,13DNO2Ben,"1,3-dinitrobenzeen"
"1,3-dioxane",μg/l,,505-22-6,,,"1,3-dioxane",,,13DOxan,"1,3-dioxaan"
1-(3-acetylphenyl)ethanone,μg/l,,6781-42-6,,,1-(3-acetylphenyl)ethanone,,,13DactBen,"1,3-diacetylbenzeen"
"1,3-di(propan-2-yl)benzene",μg/l,,99-62-7,,,"1,3-di(propan-2-yl)benzene",,,13DiC3yeBen,"1,3-di-isopropylbenzeen"
"1,3-benzothiazole-2-sulfonic acid",μg/l,,941-57-1,,,"1,3-benzothiazole-2-sulfonic acid",,,13benztaz2sf,"1,3-benzothiazool-2-sulfonzuur"
"buta-1,3-diene",μg/l,,106-99-0,,,"buta-1,3-diene",,,13butDen,"1,3-butadieen"
"1,3-xylene",μg/l,,108-38-3,,,"1,3-xylene",,,13xyln,"1,3-xyleen"
"1,4,5,8-tetraaminoanthracene-9,10-dione",μg/l,,2475-45-8,,,"1,4,5,8-tetraaminoanthracene-9,10-dione",,,1458T4Ao910a,"1,4,5,8-tetraamino-9,10-anthrachinon"
"butane-1,4-diamine",μg/l,,110-60-1,,,"butane-1,4-diamine",,,14C4aDAe,"1,4-butaandiamine"
2-[4-(oxiran-2-ylmethoxy)butoxymethyl]oxirane,μg/l,,2425-79-8,,,2-[4-(oxiran-2-ylmethoxy)butoxymethyl]oxirane,,,14C4aDoDgcdE,"1,4-butaandioldiglycidylether"
"butane-1,4-diol",μg/l,,110-63-4,,,"butane-1,4-diol",,,14C4aDol,"1,4-butaandiol"
(4-chlorophenyl)urea,μg/l,,140-38-5,,,(4-chlorophenyl)urea,,,14ClFyurum,1-(4-chloorfenyl)ureum
"benzene-1,4-diamine",μg/l,,106-50-3,,,"benzene-1,4-diamine",,,14DAoBen,"1,4-diaminobenzeen"
"benzene-1,4-diamine;dihydrochloride",μg/l,,624-18-0,,,"benzene-1,4-diamine;dihydrochloride",,,14DAoBenDHCl,"1,4-diaminobenzeen dihydrochloride"
"1,4-dimethoxy-2,3,5,6-tetramethylbenzene",μg/l,,13199-54-7,,,"1,4-dimethoxy-2,3,5,6-tetramethylbenzene",,,14DC1ox2356T,"1,4-dimethoxy-2,3,5,6-tetramethylbenzeen"
"1,4-dimethoxybenzene",μg/l,,150-78-7,,,"1,4-dimethoxybenzene",,,14DC1oxBen,"1,4-dimethoxybenzeen"
"1,4-dimethyl-2,5-di(propan-2-yl)benzene",μg/l,,10375-96-9,,,"1,4-dimethyl-2,5-di(propan-2-yl)benzene",,,14DC1y25DiC3,"1,4-dimethyl-2,5-diisopropylbenzeen"
"1,4-diethoxybenzene",μg/l,,122-95-2,,,"1,4-diethoxybenzene",,,14DC2oxBen,"1,4-diethoxybenzeen"
"1,4-diethylbenzene",μg/l,,105-05-5,,,"1,4-diethylbenzene",,,14DC2yBen,"1,4-diethylbenzeen"
"1,4-dibutoxybenzene",μg/l,,104-36-9,,,"1,4-dibutoxybenzene",,,14DC4oxBen,"1,4-dibutoxybenzeen"
"(E)-1,4-dichlorobut-2-ene",μg/l,,764-41-0,,,"(E)-1,4-dichlorobut-2-ene",,,14DCl2C4e,"1,4-dichloor-2-buteen"
"1,4-dichlorobenzene",μg/l,,106-46-7,,,"1,4-dichlorobenzene",,,14DClBen,"1,4-dichloorbenzeen"
"1,4-dichlorobutane",μg/l,,110-56-5,,,"1,4-dichlorobutane",,,14DClC4a,"1,4-dichloorbutaan"
"benzene-1,4-diol",μg/l,,123-31-9,,,"benzene-1,4-diol",,,14DHOxBen,"1,4-dihydroxybenzeen"
"1,4-dinitrobenzene",μg/l,,100-25-4,,,"1,4-dinitrobenzene",,,14DNO2Ben,"1,4-dinitrobenzeen"
"1,4-dioxane",μg/l,,123-91-1,,,"1,4-dioxane",,,14DOxan,"1,4-dioxaan"
1-(4-acetylphenyl)ethanone,μg/l,,1009-61-6,,,1-(4-acetylphenyl)ethanone,,,14DactBen,"1,4-diacetylbenzeen"
"1,4-di(propan-2-yl)benzene",μg/l,,100-18-5,,,"1,4-di(propan-2-yl)benzene",,,14DiC3yeBen,"1,4-di-isopropylbenzeen"
1-methyl-3-(4-propan-2-ylphenyl)urea,μg/l,,34123-57-4,,,1-methyl-3-(4-propan-2-ylphenyl)urea,,,14iC3yFy3C1y,1-(4-isopropylfenyl)-3-methylureum
(4-propan-2-ylphenyl)urea,μg/l,,56046-17-4,,,(4-propan-2-ylphenyl)urea,,,14iC3yFyurum,1-(4-isopropylfenyl)ureum
"1,4-xylene",μg/l,,106-42-3,,,"1,4-xylene",,,14xyln,"1,4-xyleen"
"cyclododeca-1,5,9-triene",μg/l,,4904-61-4,,,"cyclododeca-1,5,9-triene",,,159ccddcten,"1,5,9-cyclododecatrieen"
"pentane-1,5-diamine",μg/l,,462-94-2,,,"pentane-1,5-diamine",,,15C5aDAe,"1,5-pentaandiamine"
"1,6-dimethylnaphthalene",μg/l,,575-43-9,,,"1,6-dimethylnaphthalene",,,16DC1yNaf,"1,6-dimethylnaftaleen"
"(8R,9S,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",μg/l,,57-91-0,,,"(8R,9S,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",,,17aestDol,17alpha-estradiol
"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",μg/l,,50-28-2,,,"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",,,17bestDol,17beta-estradiol
"1,7-naphthyridine",μg/l,,253-69-0,,,"1,7-naphthyridine",,,17naftrdne,"1,7-naftyridine"
"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",μg/l,,470-82-6,,,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",,,18cinole,"1,8-cineole"
"1-amino-2-methylanthracene-9,10-dione",μg/l,,82-28-0,,,"1-amino-2-methylanthracene-9,10-dione",,,1Ao2C1yatqnn,1-amino-2-methylanthraquinon
decan-1-amine,μg/l,,2016-57-1,,,decan-1-amine,,,1AoC10a,1-aminodecaan
propan-1-amine,μg/l,,107-10-8,,,propan-1-amine,,,1AoC3a,1-aminopropaan
butan-1-amine,μg/l,,109-73-9,,,butan-1-amine,,,1AoC4a,1-aminobutaan
octan-1-amine,μg/l,,111-86-4,,,octan-1-amine,,,1AoC8a,1-aminooctaan
naphthalen-1-amine,μg/l,,134-32-7,,,naphthalen-1-amine,,,1AoNaf,1-aminonaftaleen
dec-1-ene,μg/l,,872-05-9,,,dec-1-ene,,,1C10e,1-deceen
decan-1-ol,μg/l,,112-30-1,,,decan-1-ol,,,1C10ol,1-decanol
hexadec-1-ene,μg/l,,629-73-2,,,hexadec-1-ene,,,1C16e,1-hexadeceen
hexadecan-1-ol,μg/l,,36653-82-4,,,hexadecan-1-ol,,,1C16ol,1-hexadecanol
1-methoxypropan-2-ol,μg/l,,107-98-2,,,1-methoxypropan-2-ol,,,1C1oxC3ol,1-methoxy-2-propanol
1-methoxybutane,μg/l,,628-28-4,,,1-methoxybutane,,,1C1oxC4a,1-methoxybutaan
1-methyl-2-propylbenzene,μg/l,,1074-17-5,,,1-methyl-2-propylbenzene,,,1C1y2C3yBen,1-methyl-2-propylbenzeen
1-methylpyrrolidin-2-one,μg/l,,872-50-4,,,1-methylpyrrolidin-2-one,,,1C1y2prldnn,1-methyl-2-pyrrolidinon
tridecan-2-ylbenzene,μg/l,,4534-53-6,,,tridecan-2-ylbenzene,,,1C1yC12yBen,1-methyldodecylbenzeen
1-methylnaphthalene,μg/l,,90-12-0,,,1-methylnaphthalene,,,1C1yNaf,1-methylnaftaleen
1-ethoxypropan-2-ol,μg/l,,1569-02-4,,,1-ethoxypropan-2-ol,,,1C2ox2C3ol,1-ethoxy-2-propanol
1-ethyl-1-nitrosourea,μg/l,,759-73-9,,,1-ethyl-1-nitrosourea,,,1C2y1NO2sura,1-ethyl-1-nitrosourea
dodecan-3-ylbenzene,μg/l,,2400-00-2,,,dodecan-3-ylbenzene,,,1C2yC10yBen,(1-ethyldecyl)-benzeen
undecan-3-ylbenzene,μg/l,,4536-87-2,,,undecan-3-ylbenzene,,,1C2yC9yBen,(1-ethylnonyl)-benzeen
1-ethylideneindene,μg/l,,2471-83-2,,,1-ethylideneindene,,,1C2yididn,1-ethylideenindeen
propane-1-thiol,μg/l,,107-03-9,,,propane-1-thiol,,,1C3atol,1-propaanthiol
prop-1-ene,μg/l,,115-07-1,,,prop-1-ene,,,1C3e,1-propeen
tris(2-chloropropyl) phosphate,μg/l,,6145-73-9,,,tris(2-chloropropyl) phosphate,,,1C3ol2ClPO4,1-propanol-2-chloorfosfaat
propylbenzene,μg/l,,103-65-1,,,propylbenzene,,,1C3yBen,1-propylbenzeen
dodecan-4-ylbenzene,μg/l,,2719-64-4,,,dodecan-4-ylbenzene,,,1C3yC9yBen,(1-propylnonyl)-benzeen
butane-1-thiol,μg/l,,109-79-5,,,butane-1-thiol,,,1C4atol,1-butaanthiol
undecan-5-ylbenzene,μg/l,,4537-15-9,,,undecan-5-ylbenzene,,,1C4yC7yBen,1-(butylheptyl)-benzeen
dodecan-5-ylbenzene,μg/l,,2719-63-3,,,dodecan-5-ylbenzene,,,1C4yC8yBen,(1-butyloctyl)-benzeen
pentane-1-thiol,μg/l,,110-66-7,,,pentane-1-thiol,,,1C5atol,1-pentaanthiol
tridecan-6-ylbenzene,μg/l,,4534-49-0,,,tridecan-6-ylbenzene,,,1C5yC8yBen,1-(pentyloctyl)-benzeen
hexan-1-ol,μg/l,,111-27-3,,,hexan-1-ol,,,1C6Ol,1-hexanol
heptanal,μg/l,,111-71-7,,,heptanal,,,1C7al,1-heptanal
hept-1-ene,μg/l,,592-76-7,,,hept-1-ene,,,1C7e,1-hepteen
1-heptyl-2-methylcyclopropane,μg/l,,74663-91-5,,,1-heptyl-2-methylcyclopropane,,,1C7y2C1yccC3,1-heptyl-2-methyl-cyclopropaan
oct-1-ene,μg/l,,111-66-0,,,oct-1-ene,,,1C8e,1-octeen
octan-1-ol,μg/l,,111-87-5,,,octan-1-ol,,,1C8ol,1-octanol
non-1-ene,μg/l,,124-11-8,,,non-1-ene,,,1C9e,1-noneen
nonan-1-ol,μg/l,,143-08-8,,,nonan-1-ol,,,1C9ol,1-nonanol
"1-chloro-2,4-dinitrobenzene",μg/l,,97-00-7,,,"1-chloro-2,4-dinitrobenzene",,,1Cl24DNO2Ben,"1-chloor-2,4-dinitrobenzeen"
1-chloro-2-nitrobenzene,μg/l,,88-73-3,,,1-chloro-2-nitrobenzene,,,1Cl2NO2Ben,1-chloor-2-nitrobenzeen
1-chloro-3-nitrobenzene,μg/l,,121-73-3,,,1-chloro-3-nitrobenzene,,,1Cl3NO2Ben,1-chloor-3-nitrobenzeen
1-chloro-4-nitrobenzene,μg/l,,100-00-5,,,1-chloro-4-nitrobenzene,,,1Cl4NO2Ben,1-chloor-4-nitrobenzeen
1-chlorohexadecane,μg/l,,4860-03-1,,,1-chlorohexadecane,,,1ClC16a,1-chloorhexadecaan
1-chloropropane,μg/l,,540-54-5,,,1-chloropropane,,,1ClC3a,1-chloorpropaan
1-chlorobutane,μg/l,,109-69-3,,,1-chlorobutane,,,1ClC4a,1-chloorbutaan
1-chloronaphthalene,μg/l,,90-13-1,,,1-chloronaphthalene,,,1ClNaf,1-chloornaftaleen
(E)-1-phenylpent-1-en-3-one,μg/l,,3152-68-9,,,(E)-1-phenylpent-1-en-3-one,,,1Fy1C5e3on,1-fenyl-1-penteen-3-on
2-phenylethanol,μg/l,,60-12-8,,,2-phenylethanol,,,1Fy2C2ol,1-fenyl-2-ethanol
1-phenylethanamine,μg/l,,618-36-0,,,1-phenylethanamine,,,1FyC2yAe,a-fenylethylamine
naphthalen-1-ol,μg/l,,90-15-3,,,naphthalen-1-ol,,,1HOxNaf,1-hydroxynaftaleen
pyren-1-ol,μg/l,,5315-79-7,,,pyren-1-ol,,,1HOxPyr,1-hydroxypyreen
1-nitronaphthalene,μg/l,,86-57-7,,,1-nitronaphthalene,,,1NO2Naf,1-nitronaftaleen
1-nitropyrene,μg/l,,5522-43-0,,,1-nitropyrene,,,1NO2Pyr,1-nitropyreen
2-naphthalen-1-ylacetonitrile,μg/l,,132-75-2,,,2-naphthalen-1-ylacetonitrile,,,1Nafactntl,1-naftaleenacetonitril
naphthalene-1-sulfonic acid,μg/l,,85-47-2,,,naphthalene-1-sulfonic acid,,,1Nafsfzr,1-naftaleensulfonzuur
henicosyl formate,μg/l,,77899-03-7,,,henicosyl formate,,,1heneicsfmt,1-heneicosylformaat
1-methyl-3-propan-2-ylbenzene,μg/l,,535-77-3,,,1-methyl-3-propan-2-ylbenzene,,,1iC3y3C1yBen,1-isopropyl-3-methyl-benzeen (m-cymeen)
1-methyl-4-propan-2-ylbenzene,μg/l,,99-87-6,,,1-methyl-4-propan-2-ylbenzene,,,1iC3y4C1yBen,1-isopropyl-4-methyl-benzeen
1-isocyanatooctadecane,μg/l,,112-96-9,,,1-isocyanatooctadecane,,,1iCNC18a,1-isocyanaat-octadecaan
"2,3-dihydroinden-1-one",μg/l,,83-33-0,,,"2,3-dihydroinden-1-one",,,1indnn,1-indanon
"(1S,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",μg/l,,464-48-2,,,"(1S,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",,,1skamfr,(1S)-kamfer
2-(2-ethoxyethoxy)-2-methylpropane,μg/l,,51422-54-9,,,2-(2-ethoxyethoxy)-2-methylpropane,,,1tC4ox2C2oxC,1-tert-butoxy-2-ethoxyethaan
2-[2-(2-butoxyethoxy)ethoxy]ethanol,μg/l,,143-22-6,,,2-[2-(2-butoxyethoxy)ethoxy]ethanol,,,222C4oxC2oxC,2-(2-(2-butoxyethoxy)ethoxy)ethanol
2-[2-(4-nonylphenoxy)ethoxy]ethanol,μg/l,,20427-84-3,,,2-[2-(4-nonylphenoxy)ethoxy]ethanol,,,224C9yfOxC2o,2-(2-(4-nonylfenoxy)ethoxy)ethanol
"[2,2,4-trimethyl-3-(2-methylpropanoyloxy)pentyl] 2-methylpropanoate",μg/l,,6846-50-0,,,"[2,2,4-trimethyl-3-(2-methylpropanoyloxy)pentyl] 2-methylpropanoate",,,224TC1y13C02,"2,2,4-trimethyl-1,3-pentaandioldiisobutyraat"
"2,2,4-trimethylpentane-1,3-diol",μg/l,,144-19-4,,,"2,2,4-trimethylpentane-1,3-diol",,,224TC1y13C5a,"2,2,4-trimethyl-1,3-pentaandiol"
"2,2,4-trimethylpentane",μg/l,,540-84-1,,,"2,2,4-trimethylpentane",,,224TC1yC5a,"2,2,4-trimethylpentaan"
"2,2,5,5-tetramethyloxolane",μg/l,,15045-43-9,,,"2,2,5,5-tetramethyloxolane",,,2255T4C4yT4H,"2,2,5,5,-tetramethyl-tetrahydrofuran"
"2,2,6,6-tetrachlorocyclohexan-1-one",μg/l,,3776-30-5,,,"2,2,6,6-tetrachlorocyclohexan-1-one",,,2266T4ClccC6,"2,2,6,6-tetrachloorcyclohexanon"
2-(2-methoxyethoxy)ethanol,μg/l,,111-77-3,,,2-(2-methoxyethoxy)ethanol,,,22C1oxC2oxC2,2-(2-methoxyethoxy)ethanol
2-(2-butoxyethoxy)ethyl acetate,μg/l,,124-17-4,,,2-(2-butoxyethoxy)ethyl acetate,,,22C4oxC2ox02,2-(2-butoxyethoxy)ethylacetaat
2-(2-butoxyethoxy)ethanol,μg/l,,112-34-5,,,2-(2-butoxyethoxy)ethanol,,,22C4oxC2oxC2,2-(2-butoxyethoxy)ethanol
"2,2-dibromo-2-cyanoacetamide",μg/l,,10222-01-2,,,"2,2-dibromo-2-cyanoacetamide",,,22DBr2caacam,"2,2-dibroom-2-cyaanaceetamide"
"2,2-dimethoxypropane",μg/l,,77-76-9,,,"2,2-dimethoxypropane",,,22DC1oxC3a,"2,2-dimethoxypropaan"
"2,2-dichloropropane",μg/l,,594-20-7,,,"2,2-dichloropropane",,,22DClC3a,"2,2-dichloorpropaan"
1-chloro-2-(2-chloroethoxy)ethane,μg/l,,111-44-4,,,1-chloro-2-(2-chloroethoxy)ethane,,,22DClDC2yEtr,"2,2-dichloordiethylether"
